TWEET,BELIEF,CONFIDENCE
snowstorms do not disprove climate change url p2 tcot,Yes,1
sign up for the next earthscan earthcast climate change and business success 2 23 2 1 12 est url,Yes,0.6795
ratigan climate scientists predictions right these snowpocalypses are bc of global warming url,Yes,1
rt user user user reading d c snowstorm how global warming makes blizzards worse user url,Yes,0.685
how global warming makes bizzards worse url snowtorious snowmageddon via user,Yes,0.6713
wapo senate offers some hope for legislation to combat climate change url,Yes,1
how global warming makes bizzards worse url snowtorious snowmageddon,Yes,1
rt user freak weather events causing massive disruption convince congress that climate change can t be a problem url,No,0.6671
rt user rt user why won t drudge acknowledge snow less global warming games in vancouver url climate,Yes,1
rt user freak weather events causing massive disruption convince congress that climate change can t be a problem url,Yes,0.3496
rt user rt user user good morning obama is buying snow shovels for shovel ready global warming around the white house,No,0.678
rt user freak weather events causing massive disruption convince congress that climate change isn t a problem url,No,0.7035
user editorial senate offers some hope for legislation to combat climate change url cejapa clear,Yes,1
rt user user good morning obama is buying snow shovels for shovel ready global warming around the white house,No,0.7088
need a cozy place to survive the snomegeddon for rent snowfort in dc url snoverkill but beware climate change,Yes,0.6861
user this is why as soon as they patented haarp the global warming conspiracy started plus i saw our navy talking about it on paper,No,0.7089
rt user why won t drudge acknowledge snow less global warming games about to kick off in vancouver url climate,Yes,0.7068
user sadly chuck norris might also use this blizzard to deny climate change and even push nwo conspiracies url,Yes,0.6536
rt user nasa grant will enable clarkson nyserda to improve climate change education in new york state url,Yes,0.8351
well that takes care of the global warming agenda for the year they ll have to hire some new guys to go back and rewrite the record books,No,0.6703
rt user the missing heat global warming climate change green eco url tcot p2 climategate,No,0.3563
user it s nature s way os saying global warming my a,No,1
i already knew this as i m sure most of my fb buds out there do too but newsflash to all climate change doubters url,Yes,0.6477
rt user seriously reaching rt user time mag how global warming makes blizzards worse url,Yes,0.4686
cost of global warming shutting down the federal government in dc for snomg2 per day 1 million sounds like an argument for cap trade,Yes,0.6741
seriously libs really reaching ha rt user time mag how global warming makes blizzards worse url,No,1
wash post editorial senate offers some hope for legislation to combat climate change url,Yes,1
d c snowstorm how global warming makes blizzards worse time url it s snowing because it s so warm cahmaaahn,No,0.6476
this is a talk that needs to happen rt user time mag how global warming makes blizzards worse url,Yes,1
rt user time to admit it climate change is a conservative conspiracy to keep enough snow falling on dc to keep congress in recess,No,0.7099
user this global warming will be on the ground until march,No,1
rt user budburst volunteers needed to look for ten most wanted plants to assess clues to climate change url,Yes,1
climate change legislation dying under record dc snowfall url,No,0.6989
the list who s willing to act on climate change what s the most watched web page by the international climate ch url,Yes,0.6558
are you engaging climate change sceptics in rational discussion which is what science is about or giving fruitcakes a field day,Yes,1
do we finally have proof that global warming by co2 emissions is a hoax familysecuritymatters org url climategate,No,1
noaa releases wealth of climate change data to public via my6sense url,Yes,1
food research international the food cold chain and climate change url abstract,Yes,1
like climate change the risks rewards of geoeng are unequally distributed but geoeng can be done relatively easily cheaply and quickly,Yes,1
the question isn t whether a country will think the risks of geoeng to them are outweighed by global warming but when and how we respond,Yes,0.6964
eddriscoll rt user time to admit it climate change is a conservative conspiracy to keep url,No,1
17 moral authority do we have the rt to do this takeaway geo eng has a lot of risks then again so does runaway climate change,Yes,1
rt user brilliant vagina monologues creator tells palin to look at earthquakes and tsunamis for global warming proof url,Yes,1
brilliant vagina monologues creator tells palin to look at earthquakes and tsunamis for global warming proof url,Yes,0.6922
rt user user 2 keep snowing in dc til al gore cries uncle weather channel says freaky snow is b c global warming,No,0.4901
brilliant vagina monologues creator tells palin to look at earthquakes tsunamis for global warming proof url fail tcot,Yes,0.6818
rt user rt user our extreme weather predicted by global warming models 2 years ago url,Yes,1
rt user our extreme weather predicted by global warming models 2 years ago url,Yes,1
climate change and acidification threaten 82 types of coral url,Yes,0.6637
climate change and acidification threaten 82 types of coral url,Yes,1
shannon l goessling taking epa global warming rules to court url,No,0.697
rt user climate change skeptics discredited url,Yes,0.6717
rt user hannity snow storms seem to contradict al gore s hysterical global warming theories url,No,0.6591
hannity snow storms seem to contradict al gore s hysterical global warming theories url,No,1
rt user user user blames snowpocalypse on global warming url,Yes,0.7033
fed gov t closed for 3 days in a row that s 3 days of them not messing with our freedom thank you global warming,Yes,0.7523
my love burns hotter for your than the global warming that is killing the earth demvdaycards,Yes,1
user energy and global warming news for february 9 ford to unveil electric transit connect van today url,Yes,1
climate change mother of all financial risks so why are coal co s still not paying the true costs of their business url,Yes,1
irony headline on drudge senate global warming hearing cancelled url tcot,No,0.6868
rt user brain freeze conservative media still using winter weather to attack global warming url p2 noisemachine climate,Yes,1
rt user brain freeze conservative media still using winter weather to attack global warming url p2 climate green,Yes,0.3623
user problem is somebody called it global warming instead if what it is climate change of course the cont url,No,0.6462
rt user rt user rt user snow is consistent w global warming say scientists telegraph url,Yes,0.6699
rt user rt user snow is consistent w global warming say scientists telegraph url,Yes,0.7084
rt user rt user snow is consistent w global warming say scientists telegraph url,No,0.5972
rt user snow is consistent w global warming say scientists telegraph url,Yes,1
brain freeze conservative media still using winter weather to attack global warming url,Yes,0.6775
rt user rt user brain freeze conservative media still using winter weather 2 attack global warming url p2,No,0.649
rt user brain freeze conservative media still using winter weather 2 attack global warming url p2 noisemachine climate,Yes,0.6318
rt user brain freeze conservative media still using winter weather to attack global warming url p2 noisemachine climate,Yes,0.6969
brain freeze conservative media still using winter weather to attack global warming url p2 noisemachine climate,Yes,0.6646
rt user due to snow of course rt user senate global warming hearing cancelled url that s horrible lmao,No,0.6451
rt user due to snow of course rt user senate global warming hearing cancelled url lol,No,0.6579
due to snow of course rt user senate global warming hearing cancelled url,No,1
so is it human abuse that results in another horror story like ashtag hello global warming and will we ever stop what do u think,Yes,1
come to disclosures of climate change impacts monday february 22 from 12 pm to 1 3 pm over the past 1 url,Yes,0.6843
in the middle of day at least 8 days of snowmageddon obama administration pushing new agency to study global warming seriously,No,1
todays sci lesson warm air holds more moisture hits cold air snowmageddon so yes blizzards are sign of global warming,Yes,1
our watchdog press enabled the global warming hoax url,No,1
tqm anthropogenic global warming and some terrific and informative resources on the topic combine for a url,Yes,0.6294
url huffpost wash times owned operated by morons global climate change is based fact detracters claim snow undemines it,Yes,0.6617
user they like to have it both ways if it were sunny and 7 now they d blame it on global warming,No,1
sen inhofe s family builds igloo for global warming spokesman al gore in snow laden d c url,No,0.6988
new and improved site url check it out,Yes,0.6495
lol gt rt user sen inhofe s family builds igloo 4 global warming guy al gore in snow laden d c url tcot,No,0.6632
rt user gop senator s family builds igloo to mock global warming url,No,0.4991
what does disprove it is dishonest scientists gt rt user user i bet you think snow disproves climate change idiot,Yes,1
indigenous people take over mining firm in the wake of climate change conference url by user,Yes,0.6299
user i bet you think snow disproves climate change idiot,Yes,1
now is the time to attack the soft underbelly of unsubstantiated global warming alarmism url agw user,No,1
user you should have just let it go with the snowstorm global warming stuff you re better than that imo,No,0.6921
seriously how is this helping to get people to work against climate change url,Yes,0.6488
where are the global warming nutjobs with their signs rt user it s going to keep snowing in dc until al gore cries uncle,No,1
rt user climate change activist proponent ian katz complains that global warming debate has fallen apart url,Yes,1
snowmageddon in dc and we still can t see global warming weirding at work theologians call it willful blindness url,Yes,1
clearly the snowmageddon is disproving global warming rt user it s going to keep snowing in dc until al gore cries uncle,No,1
obama should appoint himself director of new global warming agency he would be pre eminently qualified he blows a lot of hot teleprompter,Yes,0.6919
how much time before a clever politician will claim this cold weather proves there s no global warming tip ask your science advisor first,No,0.6455
u s climate change portal could birth entirely new industries at long last we can access the government s clim url,Yes,0.6923
one million women a starting point on climate change url,Yes,0.7084
spontaneous human combustion shc since every human body has electrical field flammable gases global warming cud ignite these gases,Yes,0.646
african farmers urged to innovate to offset climate change source bloomberg africa s failure to embrace modern url,Yes,1
fb goddammit folks blizzards don t negate climate change the science isn t debating this climate change is real end of story,Yes,1
user climate change is still real i can t believe people still debate this scientists don t,Yes,1
transit bills fight climate change url,Yes,0.6875
geoengineering is a diplomatic nightmare for the same basic reasons that climate change is a diplomatic nightmare but worse why cont d,Yes,1
msnbc s ratigan blames snowpocalypse on global warming url,Yes,0.7012
msnbc s ratigan blames snowpocalypse on global warming url,Yes,1
interested in how the us fish and wildlife service user is addressing climate change and fish wildlife url science,Yes,1
msnbc s ratigan blames snowpocalypse on global warming video url tcot snomg,Yes,0.6362
researchers study how climate change chases fish from streams great lakes echo url habitat science,Yes,1
u s climate change portal could birth entirely new industries url,Yes,1
msnbc s ratigan blames snowpocalypse on global warming url,Yes,0.6619
rt user communicating climate change kate sheppard on the politics beat url,Yes,0.7237
rt user wish it were possible to make the obvious global warming jokes w o giving aid and comfort to crazy people,No,0.6367
rt user climate change aids invasive plants url,Yes,0.691
new federal climate change agency forming url,Yes,0.6621
invasive news climate change aids invasive plants upi com upi comclimate change aids invasive plantsupi com ou url,Yes,0.7231
rt user wish it were possible to make the obvious global warming jokes w o giving aid and comfort to crazy people,No,0.6585
rt user wish it were possible to make the obvious global warming jokes w o giving aid and comfort to crazy people,No,0.6694
i am amused that noaa has created an office on global warming the announcement set for yesterday was disrupted due to uh blizzards,No,0.6528
climate change movement dead url,No,0.6792
hot air obamateurism of the day maybe barack obama hasn t read the memo yet but anthropogenic global warming has url,Yes,0.4868
ten reasons why examining climate change policy through an ethical lens is a practical imperative url,Yes,1
pres obama wants to create a new federal office for global warming how do we stop this before it s started tcot,No,0.6782
climate change will mk the world more fragrant as warming temperatures mk plants release more chems url via user,Yes,1
new federal office for global warming by jennifer haberkorn washington times url climategate,Yes,0.4678
sir david king half right on the ipcc and global warming policies despite bad logic url,Yes,0.4972
snow means that global warming isn t real how to respond url,No,0.6329
and mother nature reinforces the fact that global warming is but a left wing conspiracy by bringing yet more snow url,No,1
rt user more snow 4 dc hope anti climate change members of congress lobbyists r paying attention url co2,Yes,0.7585
weather apparently only relevant when global warming is supported url,No,0.6242
rt user climate change blizzrd rearranges announcement of feds new global warming office url have to grin,No,0.883
no weather event can be attributed exclusively to climate change but heavier precipitation is consistent w climate scientists theories,Yes,1
rt user com sec locke noaa climate service will help tackle head on the challenges of mitigating and adapting to climate change,Yes,0.6457
rt user climategate weather apparently only relevant when global warming is supported url,No,1
1 to 2 inches for d c region tuesday into wednesday stop the global warming url snowpocalypse user user,Yes,0.6597
hah hah rt user too funny govt had to delay announcing new global warming office due to dc blizzard url,No,0.6606
when i see a warning for another 1 2 of snow i wish girls still used 3 cans of aquanet per day to speed up the global warming process,No,1
rt user busted rajendra pachauri head of un climate change panel clocks up half a million miles of air travel url,No,0.6592
another 2 in of snow possible who dat say there s global warming url tcot globalwarming,No,1
rfk jr 15 months ago global warming means no snow or cold in dc washington examiner url tcot,Yes,0.6477
rt user our colleagues at noaa have launched a special climate service to track climate change trends at climate gov,Yes,0.6371
rt user dr jeff masters of user has a great blog about storms global warming url,Yes,1
water at core of climate change impacts experts url,Yes,1
user and rfk jr was tlkibg last yr about how global warming has made dc metro snowless,Yes,0.6229
exxon still orchestrating campaign to undermine public acceptance of global warming url via user user,Yes,0.6635
laughable noaa blizzard rearranges climate change announcement url via user,No,0.4751
i don t know about global warming but i m ready to sign up on the global cooling bandwagon globalcooling snowpocalypse 1 2,No,0.5134
ask pablo what impact will the volcano in iceland have on climate change url,Yes,0.6699
noaa blizzard rearranges climate change announcement url,Yes,0.6572
global warming deniers need to stfu climate change causes an increase in global not necessarily local temps larger storms and oh look,Yes,1
us fish and wildlife service says pika not imperiled by climate change new york times blog the obama administr url,Yes,0.6434
the great global warming alarmist meltdown continues url ipcc tcot climate,No,0.6742
and reduce greenhouse gas emissions that cause global warming until unemployment drops below specified level for full year,Yes,0.6528
rt user batman said it best on global warming url,Yes,0.6421
ask pablo what impact will the volcano in iceland have on climate change url,Yes,1
2 ft of snow on the ground and obama administration has press conference to announce global warming tracker clueless url,No,1
here we go again thank g d for global warming another big snowstorm forecast for u s east coast url,No,0.686
rt user dear stupid people who think these winter storms means there s no such thing as global warming you re stupid love shut up,Yes,1
rfk jr 15 months ago global warming means no snow or cold in dc robert f kennedy jr who flies around on pri url,No,0.4739
rfk jr 15 months ago global warming means no snow or cold in dc url,Yes,0.6544
rfk jr 15 months ago global warming means no snow or cold in dc url,Yes,1
rt user despite long odds outside groups are continuing to push the senate on a climate change bill url,Yes,0.6847
un environment programme head defends conclusions of landmark climate change report url via user,Yes,0.6709
rt user two physicists scientific paper debunking global warming how it violates basic laws of physics url,No,1
oceans reveal further impacts of climate change says uab expert url via user,Yes,1
heading to clarendon in global warming shirt will it get me laughs or get me shanked we ll find out snowpocalypse,Yes,0.6566
and again i say drop global warming enviros the issue is not predictably rising temps but unpredictable climate change snom user,No,0.6495
user you know a theory of global warming effect is that north atlantic actually cools as polar ice melts cutting of gulf stream,Yes,0.6986
due to the snow aka global warming starbucks near me ran out of coffee what,Yes,0.6501
noaa announces new climate change portal url and plans for a climate service to provide data url,Yes,0.689
effort underway to suspend california s global warming law url climatechange capandtrade,No,0.3563
user and we have another 1 2 inches of it on the way we are running out of room to put our global warming,No,0.7199
really more snow damn global warming the pandas what about the pandas,No,0.3464
rfk jr 15 months ago global warming means no snow or cold for dc url judge intentions not results manbearpig,No,0.6759
user great piece rfk jr 15 months ago global warming means no snow or cold in dc url tcot teaparty sgp,No,0.4947
numb fingers limited my tweetability after shoveling 27 of global warming dc forecast tues 1 inches hell has indeed frozen over tcot,No,0.5103
us fish and wildlife service says pika not imperiled by climate change new york times blog url obama,Yes,0.6469
user now its 14 2 fml i sorry but i htink im going team plain global warming does not exist,No,1
user team paling global warming does not exist,No,0.6842
commerce user on whitehouse climate service proposal whether we like it or not climate change represents a real threat,Yes,1
noaa has unveiled a clearinghouse of noaa climate change info products svcs at url,Yes,0.6734
user fwiw the idea of a national climate service started under bush and it has nothing to do with global warming,Yes,0.3632
rt user there are a few well worn arguments that people who do not want to believe that climate change is a reality,Yes,0.7273
user noaa reorganization would provide more info on global warming url ocean climate acidification,Yes,0.7399
user i love how they act like they never said it either they will remind us again in july about global warming,No,1
time warp 15 months ago rfk jr said global warming means no cold or snow in dc url suck it bobby,No,0.6768
busted rajendra pachauri head of un climate change panel clocks up half a million miles of air travel url,No,0.6527
rt user can someone please explain to conservatives that with climate change some areas will get colder and weather patterns will shift,Yes,0.6752
i hate when morons think that when we get snow it means there s no global warming it is called climate change wake the f up,Yes,1
rt user many believe global warming s from man made pollution but planetary alignments hv a big influence on weather all aspects of life on earth,Yes,1
new federal climate change agency forming by randolph e schmid ap science writer ap the obama administration on url,Yes,0.6245
rt user un global warming chair says skeptics can t tell asbestos from talcum pwdr at least they can tell science from a snow job,Yes,0.7008
user my side is science it s well founded politics involved but only b c we have to deal w your climate change denying nonsense,Yes,1
to clarify here i am an environmentalist user is a climate change denier you are witnessing an argument,Yes,0.7436
user i m sure you re a decent human but if youre trying to make climate change political hard for me to respect any of your opinions,Yes,0.6621
rt user can someone please explain to conservatives that with climate change some areas will get colder and weather patterns will shift,Yes,1
rt user can someone please explain to conservatives that with climate change some areas will get colder and weather patterns will shift,Yes,1
can someone please explain to conservatives that with climate change some areas will get colder and weather patterns will shift,Yes,0.5091
user another dc snowstorm where s the global warming,No,1
woot rt user rt user hey wow new federal climate change agency announced url cool,Yes,1
rt user tea party gang now focused on scuttling california s global warming law url,Yes,0.4762
new federal climate change agency forming url,Yes,1
new federal climate change agency forming url,Yes,0.6477
user oh good god don t tell me you re a climate change denier too,Yes,1
rt user hey wow new federal climate change agency announced url cool,Yes,0.6818
making ripples post corporate adventures in floyd county virginia is this a preview of the climate change to come url,Yes,0.682
business section noaa reorganizes to provide more info on global warming the obama administration launched a n url,Yes,0.6697
lobbyists rush to block epa action on climate change url,Yes,0.6843
with climate change birds are taking off for migration sooner migrating birds can and do keep their travel d url,Yes,1
just in time for snomg rt user obama admin forms climate service a new agency to study and report on global warming ap tcot,Yes,0.678
green police rt user department of defense states that climate change is a national security threat url,Yes,1
disclosing the real risks on climate change by paul driessen townhall com url,Yes,0.6823
china daily the rich world will never accept the findings of climate change till there is money to be made url,Yes,0.7042
part of the problem with state county balanced budget laws are storms like this with global warming emergencies like this will increase,Yes,1
rfk jr not too long ago global warming means no snow in d c url shovelready,Yes,0.6648
tell toyota coo to put the brakes on climate change us coc digg up this q url climate green toyota prius,Yes,0.7154
user that s why the science community has pushed so hard for the term climate change warming is misleading,Yes,1
report open green tech and open business models for climate change oriented technology transfer url,Yes,1
user how is your global warming going there in your dc office hope you re nice and toasty oh wait climategate is a scam thnx fail,No,1
user exactly justin just saw fox 5 say we ll be getting up to 1 inches of global warming on tuesday damn it,No,0.7085
climate change is transforming the arctic environment faster than expected enn com url,Yes,1
okay back to buz and no more complaining about snow until tuesday when another 6 inches comes notice no talk of global warming lately,No,0.7062
fighting climate change is a business model as governments struggle to solve the climate change crisis who s ste url,Yes,1
user after 27 on saturday we re supposed to get 1 more tomorrow into wednesday must be global warming,Yes,0.4588
just saw someone post on fb that snowpocalypse must be proof that global warming is a myth calling him a moron probably isn t productive,Yes,1
user where is that global warming when we need it,No,0.6752
where is global warming by rebecca terrell newamerican com url,No,1
the great global warming collapse url via user,No,1
rfk jr 15 months ago global warming means no snow or cold in dc examiner url tcot,Yes,0.6404
global warming strikes dc i present to u my car url,No,0.4653
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,1
naomi klein on cspan climate change causing island extinction within 5 years,Yes,1
restoration of australian landscape enhances adaptability to climate change url,Yes,0.6988
climate change is transforming the arctic environment faster than expected accelerating the disappearance of sea ice url,Yes,1
mark steyn climate change is not only a scientific scandal but also a massive journalistic failure url,No,1
rfk jr 15 months ago global warming means no snow or cold in dc robert f kennedy jr who flies around on p url,No,0.5172
rt user global warming prolly real in new york but big scam in dc,No,1
rt user world people s conference on climate change starts today in bolivia cochabamba user url,Yes,0.7092
on my way to italy if i can figure out how to get to dulles battling the climate in the fight to end climate change,Yes,1
the facts are in global warming caused aids reagan pope tcot teaparty gop dem palin sgp tlot p2,No,0.6426
new global warming incoherence url,No,0.6968
rt user oops snomg rt user rfk jr 15 months ago global warming means no snow or cold in dc url agw,No,0.7115
cfp for conference on indigenous approaches to environment climate change url,Yes,1
rt user join the peoples conference on climate change live at url ecomonday cmpcc wpccc cochabamba,Yes,0.6856
the great global warming collapse url,No,1
27 of global warming fell at my home 8 miles south of washington dc arms hands so sore from shoveling hurts to tweet,No,1
global warming lights a fire under beer prices url,Yes,0.6912
user rfk jr 15 months ago global warming means no snow or cold in dc washington examiner url,No,0.4752
pollster on rapidly collapsing public belief in man made global warming it is very unusual indeed t url climategate,Yes,0.6971
rt user it s really amazing how sore you feel after shoveling 28 of global warming off of your sidewalk driveway algorelied snomg,No,0.6809
rt user world people s conference on climate change and the rights of mother earth url cochabamba,Yes,0.7183
invasive news invasive species thriving in period of climate change world sentinel invasive species thriving i url,Yes,1
user lies who could seriouly believe in global warming after this,No,1
bwaahaa give them the wealth presidentpalin snobama dc s 2 1 snow blasts obama ipcc global warming url,No,0.668
snobama dc s 2 1 snow blasts obama the ipcc global warming url teaparty tcot gop user fox sgp ocra,No,0.4938
new college course will foster cross cultural understanding of climate change url,Yes,0.719
new college course will foster cross cultural understanding of climate change url,Yes,1
report climate change indicates need for scots to consider new species in reforestation url,Yes,0.6352
report climate change indicates need for scots to consider new species in reforestation url,Yes,0.6609
the only climate change that exists is summer fall winter spring justsaying,No,1
i rated a youtube video 5 out of 5 stars snobama dc s 2 1 snow blasts obama the ipcc global warming url,No,1
what s hot seattle takes on the junk mail industry when it comes to curbing climate change some things are easi url,Yes,1
inhofe family in dc as the blizzard hit had a little fun at the expense of al gore and global warming url tcot,No,0.6928
rt user the great global warming collapse url tcot,No,0.6769
user lol yeah i really want some global warming now must increase carbon footprint,No,0.6616
user i m feeling global warming here as i m sore from digging out over 2 feet of snow,No,1
user here s your climate change rt user more on why bogus global warming consensus is fading fast url,No,1
user and exactly why we say global warming schmorming,No,0.6706
rt user snow covers washington dc must hand it to obama he promised to end global warming and did so in one year climategate tcot fb,Yes,0.6634
global warming hysteria another false claim exposed in ipcc report url,No,1
the power is out this is fun at least i have beer global warming fail,No,1
least favorite aspect of a snowstorm encourages the rightwing nutcases inveighing global warming as a hoax,Yes,0.6774
user well this type of storm is always fleeting in people s minds but it certaintly doesn t help the climate change people,No,1
rather amused at climate change deniers who wryly refer to snow as global warming they re a bit closer to the mark than they think,Yes,1
user well it sounds nicer thatn what we ve got d c is in the middle of our third snowiest winter ever damn global warming,No,0.6809
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,0.6602
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,0.7132
what s hot tell toyota coo to put the brakes on climate change the us chamber you ve probably heard about the url,Yes,0.6462
digg up our question to toyota coo to put the brakes on climate change url we can win this like we won user,Yes,1
rt user global warming at its best dc nearly shut down some areas got 44 inches,No,0.683
rt user more on why bogus global warming consensus is fading fast url,No,1
home ot can i reschedule my global warming pitch just think if you finally got on the schedule to do a pitch url,Yes,0.6455
more on why bogus global warming consensus is fading fast url,No,1
more on why bogus global warming consensus is fading fast margaret wente of toronto s globe and mail explains w url,No,1
i can practically hear all of the climate change deniers frothing at the mouth over this snowstorm so sad they confuse weather climate,Yes,0.6377
more on why bogus global warming consensus is fading fast url,No,0.7333
more on why bogus global warming consensus is fading fast url,No,1
more on why bogus global warming consensus is fading fast margaret wente of toronto s globe and mail explains w url,No,1
more on why bogus global warming consensus is fading fast url,No,1
rt for those that didn t see it this morning user if you think global warming is a bad thing url,No,0.6301
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,Yes,0.3638
user global warming is not the established reality credible news sources the world over are debunking it esp in uk,No,0.7064
india abandons un s intergovernmental panel on climate change ipcc as untrustworthy url,No,1
user not at all if that were the case i d believe in the stimulus global warming and national health care idont,No,0.6914
rt user oceans reveal further impacts of climate change url,Yes,0.6746
tell toyota coo to put the brakes on climate change us coc digg up this q url climate green toyota prius,Yes,0.655
a great article explaining reasons why people are not convinced by the ipccs man made global warming claims url,No,0.7191
rt user michael scott dunder mifflin sabre change really isn t a good thing just ask the climate,Yes,0.8185
dear global warming having a frozen hell of a time wish you were here love the east coast,No,0.7048
rt user user paper the great global warming collapse url agw,No,0.6789
global warming is kinda blizzardy,No,0.708
robert s eshelman world people s conference on climate change and the rights of mother earth kicks off in boliv url,Yes,0.6038
rt user snow covers washington dc must hand it to obama he promised to end global warming and did so in one year climategate tcot fb,No,0.6408
utah state representative claims climate change is a conspiracy aimed at population control url,No,1
harsh winter caused by climate change url,Yes,1
user at behest of king coal and big ag ike skelton and collin peterson try to outlaw global warming url,Yes,0.665
michael scott dunder mifflin sabre change really isn t a good thing just ask the climate,Yes,0.5157
if global warming gets any worse i am going to have to buy a snow blower,Yes,0.6565
if you think global warming is a bad thing url,No,0.3524
rt user welcome to twitter user my roommate and climate change blogger follow her so she ll stop making fun of me,No,0.6605
utah state representative claims climate change is a conspiracy aimed at population control url,No,1
most snow we ve had in years if you believe in global warming please check into an institution because you ve been brain washed,No,1
climate change and invasive species url via climatechange wildlife invasive,Yes,1
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,1
snow covers washington dc must hand it to obama he promised to end global warming and did so in one year climategate tcot fb,Yes,0.6527
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,0.7323
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,1
rt user byu scientists refute utah committee s global warming assertations url,No,0.6575
this snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming,Yes,0.6574
knee jerk no fly ban discredits global warming alarmists with european governments coming under increa url ftsn news,No,0.3614
rt user part 1 of a three part series about the challenges of communicating climate change url,Yes,1
rt user the great global warming collapse url,No,1
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,0.6739
rt user historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,0.6528
historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent,No,1
user just shoveled for over an hour oy according to maddow cold weather and snow is proof of global warming,No,0.5261
4 5 foot snow drifts in va good job global warming your fired,No,0.6413
the great global warming collapse url,No,1
trying to get motivated to scoop more than a foot of global warming off my loooooooooooooooooooooong driveway,No,0.6407
hahaha rt user washington dc raw temp 3 heavy snow adjusted for global warming 76 sunny,No,1
rt user i am assured scientists at east anglia are working hard to show snomg was caused by global warming numbers almost cooked er ready,No,1
i am assured scientists at east anglia are working hard to show snomg was caused by global warming numbers almost cooked er ready,No,0.6572
the global warming guerrillas url,Yes,0.6555
user not saying that climate change isn t possible but man made is look at unaltered models c 2 levels higher in ice age,Yes,0.4701
omg bill o reilly this is not fucking up for debate climate change is real and it s manmade aslkdgldkhag odskjhyagpo climatechange,Yes,1
user ok but climate change models say stronger storms we have stronger storms now so model is wrong,No,0.629
user sigh not really earth s magnetic field and solar activity aren t factored into climate change models mydadisascienceprofessor,No,0.6801
user huh stronger storms are consistent with climate change models,No,0.3483
user those are taxes i don t mind paying it s the taxes funding climate change research that bother me that s been really useful,No,1
i hate winter i m a big fan of global warming thatsright,Yes,1
user i m prepared to get on a plane punch my first fb friend who points to this storm as evidence of global warming being a hoax,Yes,0.6895
user oddball winter weather has been linked to global warming check out the story on the user homepage url,Yes,1
the overwhelming evidence of global warming falling from the sky in dc gt teaparty tcot beck gop obama live at,No,1
check out a report from the overwhelming evidence of global warming in dc teaparty tcot beck gop obama live at url,Yes,1
tell al gore i don t like this global warming rt user user get the boots out monday another storm is behind this bad boy,No,0.6895
someone let them know that global warming does not connote higher physical temperatures please,Yes,1
virginia gop releases inane video contending that because of a single snowstorm global warming must be a farce url,No,0.4911
how come i don t hear the usual suspects today claiming that global warming causes blizzards snomg,No,1
invasive news invasive species thriving in period of climate change india business blog blog invasive specie url,Yes,0.6539
new blog post 12 inches of global warming video url tcot,Yes,0.6771
the gop really cannot grasp that snow in one state doesn t refute global climate change idiots url,Yes,1
concisely put rt user link to send all the idiots who think this year s storms mean global warming is a farce url,Yes,0.6796
housegop wow there is serious overwhelming evidence of global warming falling from the sky in dc right now up to 3 of it record tcot,Yes,0.6833
well of course rt user i think we can all agree this prius disaster proves once and for all that global warming doesn t exist,No,0.6655
antiscience gop fail rt user seriously 12 inches of global warming this is killer stupid url climate,Yes,0.7105
user i studied earth science as an undergrad grad student this is proven science fact not open to debate like global warming,No,1
rt user tempted to unfollow anyone that conflates snomg with global warming skepticism,Yes,1
blizzard in dc called snowpocalypse verizon guy told me 3 inches coming out where i live huh deep fodder for climate change denialists,No,0.6568
invasive news invasive species thriving in period of climate change einnews portugal india talkiesinvasive spe url,Yes,0.7053
just attended an excellent edf board meeting url great eco policy shop present challenges on global warming front,Yes,1
it s settled global warming science is sloppy url,No,0.6891
it s settled global warming science is sloppy url,No,0.6902
it s settled global warming science is sloppy from the dutch news according to the last ipcc report published url,No,1
what s new forests are growing faster climate change appears to driving accelerated growth feb 1 2 1 url,Yes,1
boy global warming is one slick buster,No,0.6597
videos how we know humans are changing the climate and climate change is a clear and present danger url,Yes,1
url farm costs headed up says study of climate change legislation url,Yes,0.6323
cbs global warming science sound climategate just a pr problem url,Yes,0.6917
rt user i think we can all agree this prius disaster proves once and for all that global warming doesn t exist,No,1
rt user utah nat resources committee passes resolution denying the existence of climate change url utah still crazy,No,0.6672
rt user rt user washington dc is going to have to shovel up to 2 feet of global warming tcot p2,Yes,0.4454
waiting for drudge to juxtapose a story about snowmageddon with one about climate change with a corny joke caption only a matter of time,Yes,0.6585
rt user washington dc is going to have to shovel up to 2 feet of global warming tcot p2,Yes,0.6533
