,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
671,b,25.83,12.835,u,g,cc,v,0.5,f,f,0,f,g,00000,2,-
672,a,50.25,0.835,u,g,aa,v,0.5,f,f,0,t,g,00240,117,-
673,b,29.50,2.0,y,p,e,h,2.0,f,f,0,f,g,00256,17,-
674,a,37.33,2.5,u,g,i,h,0.21,f,f,0,f,g,00260,246,-
675,a,41.58,1.04,u,g,aa,v,0.665,f,f,0,f,g,00240,237,-
676,a,30.58,10.665,u,g,q,h,0.085,f,t,12,t,g,00129,3,-
677,b,19.42,7.25,u,g,m,v,0.04,f,t,1,f,g,00100,1,-
678,a,17.92,10.21,u,g,ff,ff,0.0,f,f,0,f,g,00000,50,-
679,a,20.08,1.25,u,g,c,v,0.0,f,f,0,f,g,00000,0,-
680,b,19.50,0.29,u,g,k,v,0.29,f,f,0,f,g,00280,364,-
681,b,27.83,1.0,y,p,d,h,3.0,f,f,0,f,g,00176,537,-
682,b,17.08,3.29,u,g,i,v,0.335,f,f,0,t,g,00140,2,-
683,b,36.42,0.75,y,p,d,v,0.585,f,f,0,f,g,00240,3,-
684,b,40.58,3.29,u,g,m,v,3.5,f,f,0,t,s,00400,0,-
685,b,21.08,10.085,y,p,e,h,1.25,f,f,0,f,g,00260,0,-
686,a,22.67,0.75,u,g,c,v,2.0,f,t,2,t,g,00200,394,-
687,a,25.25,13.5,y,p,ff,ff,2.0,f,t,1,t,g,00200,1,-
688,b,17.92,0.205,u,g,aa,v,0.04,f,f,0,f,g,00280,750,-
689,b,35.00,3.375,u,g,c,h,8.29,f,f,0,t,g,00000,0,-
